rep,id,eta_CL,eta_Vc,eta_Q,eta_Vp,eta_time0,eta_kt
4,3,0.799988067574656,0.462113545873813,0.702247015054814,0.575981934543704,0.140000090743249,-0.394260605493309
5,3,0.821634743644506,1.07332130598791,0.497892393031873,0.399802924179137,0.0396665971495139,-1.13571092943531
6,3,0.784160902373817,-0.309545386643888,1.07042705198625,0.850597383178141,0.0703444710610034,0.214984103625792
7,3,0.832814172104879,0.470479174492051,0.949319543686972,0.698804971266211,0.0451370860999154,-0.671597316855591
8,3,0.853860170435805,0.963727960288011,0.35322903777745,0.118935974084416,0.0281129459035072,-1.51614036726311
9,3,0.732581002970671,-0.248630844800605,0.554756440745881,0.550524819164453,0.209177058886923,0.516809178315599
10,3,0.688777757322408,0.111306000664937,0.581931204743108,0.551477326144033,0.0918415918358764,-0.159756715634131
1,4,0.775236338700237,0.544963389685981,0.308769240512648,0.350009185211784,0.152486352231384,-0.389374900302279
2,4,0.762348062539271,0.395199554697559,0.543984979266555,0.541523161280437,0.103260120755298,-0.361124695850011
3,4,0.883342045570864,-0.086510813182716,1.32302144048929,1.05555382831797,0.0542091537890849,0.0863576586903172
4,4,0.838195929275817,0.923521793545895,1.27244782893703,0.695473247696991,-0.119877971308338,-1.46118431160732
5,4,0.876982474403171,0.366487762411108,0.92644012070584,0.837438985308442,0.0728418791851104,-0.195587803413215
6,4,0.6918561410302,-0.837838594596429,0.890171312854824,0.720020466222276,0.12276645457581,0.719259209488975
7,4,0.810145240228581,0.477533894169199,0.745517876966005,0.64429588409237,0.0694974842013767,-0.517106161474676
8,4,0.844704955684138,-0.567451881957449,1.11596559737804,0.997647119468064,0.110388468970798,0.76144433530831
9,4,0.788812522334574,0.072186656418604,0.790269289830486,0.74681010746567,0.154763645757081,0.214155911133587
10,4,0.784503898903555,0.376550631109006,0.63533178271348,0.577245119805834,0.0937693069166112,-0.419474652700699
1,5,-0.528648996509827,0.590814854133577,0.0950818169287094,-0.0322693764303242,-0.126534285305081,0.364475639978651
2,5,-0.308727834983167,0.324853717220501,0.0885432810911114,0.0149082622540863,-0.0705650295228299,0.8143073392753
3,5,-0.0688551280827004,0.170256266903512,-0.178576501854542,-0.149512231168877,-0.0117919657046278,1.69833248231992
4,5,-0.139248700747766,0.303580694448951,-0.290355451844314,-0.257982549006487,0.0244799013708043,1.85811576097868
5,5,-0.215857813675208,0.210509669354919,-0.418795809163387,-0.321979711601681,0.00855382727719351,2.20426434593341
6,5,-0.181785618829703,-1.48517896729509,3.50682493322105,0.405895936903776,-0.26969130678646,0.217091203407979
7,5,-0.177780270927744,-0.107085838168942,0.420224581711426,0.173066825263611,-0.11247455188409,0.602480164902783
8,5,-0.593165512282283,-0.108503749340561,0.616794091321387,0.502693602697063,-0.0758256131004703,1.55984671822697
9,5,-0.285860363057645,-0.451633261864962,0.733515358248003,0.217564702444256,-0.158135186447431,0.311862952581586
10,5,-0.549715008314219,0.613530023908712,0.0950818169287094,-0.0322693764303242,-0.123994110796928,0.364475639978651
1,6,-0.133195136672783,0.177121475574691,-0.61673418296464,-0.528849596086247,0.0635644380018607,2.40610710994092
2,6,-0.288594204390244,0.742974771754753,1.02453009224056,-0.734145942136228,-0.293308966795877,-1.61533757043589
3,6,-0.0990862882775308,0.258633466702562,-0.422187149482525,-0.365845911062999,0.0183227959732155,1.78268527858486
4,6,-0.109279303433234,0.328747842935146,-1.10676895557343,-1.03440741830331,0.0389174472339502,1.38289133674883
5,6,-0.334796681606799,0.0745812340013875,0.314875400708587,0.268686669773258,-0.0416643201192807,1.64646006408815
6,6,-0.110290721328863,-0.0229944357039402,-0.28934892847726,-0.228764996596284,0.0221575670089088,2.14694461283814
7,6,-0.399311494582156,0.328104761637923,2.65603158719648,-0.962634832754069,-0.328406945328382,-1.69506106532872
8,6,-0.118087740487387,0.507987300687266,-0.728379977513547,-0.640036041544459,0.0112991748578704,1.5040451937445
9,6,-0.063716656695706,0.385861352873772,-1.09387994260923,-0.985252580977754,0.067106556780915,1.86641034214933
10,6,-0.220344794550306,0.45018100326401,-0.697694478298616,-0.58971082618258,0.0639557085299021,2.34222252566271
